id,name,cuisine,mealType,servings,difficulty,totalTimeMinutes,ingredientsCount,stepsCount,calories,protein,carbs,fat,fiber,equipment,dietTags,variantGroup,variantType
"gen-cheung-fun","Cheung Fun","Cantonese","breakfast","2","hard","45","10","9","280","12","38","8","1","stovetop","","",""
"gen-lo-mai-gai","Lo Mai Gai","Cantonese","breakfast","3","medium","50","10","8","380","22","42","12","1","stovetop","high-protein","",""
"gen-jian-dui","Jian Dui","Cantonese","snack","3","medium","35","7","9","320","4","38","16","2","stovetop","vegetarian","",""
"gen-coconut-rice","Coconut Rice","South Indian","lunch","3","easy","20","9","7","380","7","52","15","2","stovetop","vegetarian;gluten-free","",""
"gen-tamarind-rice","Tamarind Rice","South Indian","lunch","3","easy","25","9","6","340","6","48","13","1","stovetop","vegetarian;gluten-free","",""
"gen-lemon-rice","Lemon Rice","South Indian","lunch","3","easy","20","10","6","320","5","46","13","1","stovetop","vegetarian;gluten-free","",""
"gen-curd-rice","Curd Rice","South Indian","lunch","3","easy","15","9","6","290","8","42","9","1","stovetop","vegetarian;gluten-free","",""
"gen-bisi-bele-bath","Bisi Bele Bath","South Indian","lunch","3","medium","45","11","8","410","12","58","11","5","stovetop","vegetarian;gluten-free","",""
"gen-hyderabadi-biryani","Hyderabadi Biryani","South Indian","lunch","4","hard","60","12","9","620","35","52","28","2","stovetop","gluten-free;high-protein","",""
"gen-masala-dosa","Masala Dosa","South Indian","breakfast","2","medium","90","11","8","480","10","55","22","4","stovetop","vegetarian;gluten-free","",""
"gen-gunpowder","Gunpowder","South Indian","snack","3","easy","25","7","5","220","8","12","16","3","oven;stovetop","vegetarian;gluten-free","",""
"gen-murukku","Murukku","South Indian","snack","4","medium","40","9","6","380","6","35","23","2","stovetop","vegetarian;gluten-free","",""
"gen-chakli","Chakli","South Indian","snack","4","hard","50","9","7","400","7","38","24","3","stovetop","vegetarian;gluten-free","",""
"gen-fish-ball-soup","Fish Ball Soup","Taiwanese","lunch","4","medium","45","10","7","180","22","8","6","1","stovetop","high-protein","",""
"gen-taro-ball","Taro Ball","Taiwanese","snack","3","medium","50","8","7","220","2","52","1","2","stovetop","vegetarian;vegan;dairy-free","",""
"gen-shaved-ice-with-red-beans","Shaved Ice with Red Beans","Taiwanese","snack","2","easy","20","7","7","240","3","58","2","4","stovetop","vegetarian;dairy-free","",""
"gen-minced-pork-noodles","Minced Pork Noodles","Taiwanese","lunch","2","easy","25","10","7","520","28","48","22","1","stovetop","high-protein","",""
"gen-tea-eggs","Tea Eggs","Taiwanese","breakfast","4","easy","120","8","7","155","13","2","11","0","stovetop","vegetarian;gluten-free;dairy-free","",""
"gen-stewed-pork-rib-soup","Stewed Pork Rib Soup","Taiwanese","lunch","4","medium","120","9","7","280","32","12","10","1","stovetop","high-protein","",""
"gen-chicken-cutlet","Chicken Cutlet","Taiwanese","dinner","2","easy","20","8","7","420","38","20","20","0","stovetop","high-protein","",""
"gen-shrimp-rolls","Shrimp Rolls","Taiwanese","snack","3","medium","30","10","7","280","14","22","15","1","stovetop","","",""
"gen-pig-s-blood-cake","Pig's Blood Cake","Taiwanese","breakfast","2","easy","15","9","7","210","8","18","12","0","stovetop","","",""
"gen-xiao-long-bao","Xiao Long Bao","Taiwanese","breakfast","3","hard","90","10","8","280","12","36","9","1","stovetop","","",""
"gen-egg-tart","Egg Tart","Cantonese","snack","6","medium","45","10","8","185","4","22","9","0","oven;stovetop","vegetarian","",""
"gen-roast-duck","Roast Duck","Cantonese","lunch","4","medium","90","9","7","420","38","8","26","0","oven;stovetop","high-protein","",""
"gen-roast-goose","Roast Goose","Cantonese","lunch","4","medium","120","9","7","480","42","6","32","0","oven;stovetop","high-protein","",""
"gen-roast-pork","Roast Pork","Cantonese","lunch","4","medium","75","9","7","510","32","6","40","0","oven;stovetop","high-protein","",""
"gen-whole-steamed-fish-with-ginger-and-scallions","Whole Steamed Fish with Ginger and Scallions","Cantonese","dinner","3","easy","25","10","8","310","42","3","14","0","stovetop","high-protein","",""
"gen-oyster-sauce-beef","Oyster Sauce Beef","Cantonese","dinner","3","easy","20","10","8","350","38","6","18","0","stovetop","high-protein","",""
"gen-salt-and-pepper-squid","Salt and Pepper Squid","Cantonese","dinner","3","easy","20","10","9","280","28","16","12","0","stovetop","high-protein","",""
"gen-lobster-cantonese-style","Lobster Cantonese Style","Cantonese","dinner","2","hard","35","10","8","320","38","8","14","0","stovetop","high-protein","",""
"gen-shrimp-with-lobster-sauce","Shrimp with Lobster Sauce","Cantonese","dinner","3","medium","25","11","8","240","32","6","9","0","stovetop","high-protein;dairy-free","",""
"gen-wonton-noodle-soup","Wonton Noodle Soup","Cantonese","lunch","3","medium","40","11","8","380","26","42","10","1","stovetop","high-protein","",""
"gen-malabar-biryani","Malabar Biryani","Kerala","lunch","4","medium","75","12","8","520","32","58","14","1","stovetop","high-protein","",""
"gen-fish-curry","Fish Curry","Kerala","lunch","4","medium","35","11","7","380","38","12","19","2","stovetop","high-protein;dairy-free","",""
"gen-prawn-curry","Prawn Curry","Kerala","lunch","4","medium","40","11","8","320","40","10","14","2","stovetop","high-protein;dairy-free","",""
"gen-chemmeen-roast","Chemmeen Roast","Kerala","dinner","3","medium","30","10","8","340","38","8","18","1","stovetop","high-protein;dairy-free;gluten-free","",""
"gen-meen-pollichathu","Meen Pollichathu","Kerala","dinner","2","medium","45","11","8","420","45","10","22","2","stovetop","high-protein;dairy-free;gluten-free","",""
"gen-chicken-stew","Chicken Stew","Kerala","dinner","4","easy","50","12","8","380","32","28","14","4","stovetop","high-protein;dairy-free","",""
"gen-beef-fry","Beef Fry","Kerala","dinner","4","medium","60","10","8","420","38","12","24","2","stovetop","high-protein;dairy-free;gluten-free","",""
"gen-luchi","Luchi","Kerala","snack","3","medium","35","6","8","320","5","42","15","1","stovetop","vegan;dairy-free","",""
"gen-achappam","Achappam","Kerala","snack","4","hard","45","9","8","380","4","52","17","1","stovetop","vegan;dairy-free","",""
"gen-medu-vada","Medu Vada","South Indian","snack","3","medium","50","9","8","310","10","28","16","2","stovetop","vegan;dairy-free","",""
"gen-black-bean-clams","Black Bean Clams","Cantonese","dinner","3","medium","25","10","8","185","28","5","6","0","stovetop","high-protein;dairy-free","",""
"gen-chongqing-chicken","Chongqing Chicken","Sichuan","lunch","4","medium","35","10","8","320","32","8","16","1","stovetop","high-protein;dairy-free","",""
"gen-sichuan-hot-pot","Sichuan Hot Pot","Sichuan","dinner","4","medium","40","12","8","380","35","22","15","3","stovetop","high-protein;dairy-free","",""
"gen-fish-flavored-pork-shreds","Fish-Flavored Pork Shreds","Sichuan","lunch","3","medium","30","11","8","310","30","10","14","0","stovetop","high-protein;dairy-free","",""
"gen-chongqing-rabbit","Chongqing Rabbit","Sichuan","lunch","4","hard","45","11","8","280","36","6","11","1","stovetop","high-protein;dairy-free","",""
"gen-smoked-duck","Smoked Duck","Sichuan","lunch","4","hard","120","10","8","420","38","2","28","0","stovetop","dairy-free;high-protein","",""
"gen-tea-smoked-eggs","Tea-Smoked Eggs","Sichuan","snack","4","easy","45","9","8","95","7","3","6","0","stovetop","vegetarian;dairy-free","",""
"gen-sichuan-peppercorn-fish","Sichuan Peppercorn Fish","Sichuan","lunch","3","medium","35","10","8","280","35","4","13","0","stovetop","high-protein;dairy-free","",""
"gen-boiled-fish-in-spicy-broth","Boiled Fish in Spicy Broth","Sichuan","lunch","4","medium","40","11","8","310","38","6","14","1","stovetop","high-protein;dairy-free","",""
"gen-strange-flavor-chicken","Strange Flavor Chicken","Sichuan","lunch","4","easy","30","11","8","320","38","8","14","1","stovetop","high-protein;dairy-free","",""
"gen-upma","Upma","South Indian","breakfast","3","easy","20","11","7","280","8","42","11","2","stovetop","vegetarian","",""
"gen-pongal","Pongal","South Indian","breakfast","4","medium","35","10","8","320","9","48","12","3","stovetop","vegetarian","",""
"gen-pesarattu","Pesarattu","South Indian","breakfast","2","medium","30","9","8","290","11","35","12","4","stovetop","vegetarian;gluten-free","",""
"gen-beef-noodle-soup","Beef Noodle Soup","Taiwanese","lunch","3","medium","90","14","8","420","35","38","15","1","stovetop","high-protein","",""
"gen-oyster-omelette","Oyster Omelette","Taiwanese","dinner","2","medium","15","11","9","380","22","18","26","0","stovetop","high-protein","",""
"gen-stinky-tofu","Stinky Tofu","Taiwanese","snack","2","easy","10","9","7","220","14","6","16","1","stovetop","vegetarian;vegan","",""
"gen-bubble-tea","Bubble Tea","Taiwanese","snack","2","easy","20","6","8","180","3","38","2","0","stovetop","vegetarian","",""
"gen-gua-bao","Gua bao","Taiwanese","breakfast","3","medium","45","15","10","420","20","38","18","1","stovetop","high-protein","",""
"gen-scallion-pancake","Scallion Pancake","Taiwanese","breakfast","3","medium","40","6","8","310","6","44","12","2","stovetop","vegetarian","",""
"gen-braised-pork-rice","Braised Pork Rice","Taiwanese","lunch","3","medium","60","13","9","560","32","52","24","0","stovetop","high-protein","",""
"gen-mozuku","Mozuku","Okinawan","lunch","2","easy","15","8","5","85","3","12","3","2","stovetop","vegetarian;vegan;gluten-free","",""
"gen-tondaburu","Tondaburu","Okinawan","dinner","3","medium","35","9","6","420","38","8","25","1","stovetop","high-protein","",""
"gen-asechi","Asechi","Okinawan","lunch","2","easy","20","8","6","145","20","6","5","1","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-awamori","Awamori","Okinawan","dinner","4","hard","120","5","7","110","1","2","1","0","stovetop","vegan;gluten-free;dairy-free","",""
"gen-andagi","Andagi","Okinawan","snack","6","medium","30","7","6","280","3","32","15","0","stovetop","vegetarian","",""
"gen-pani-andagi","Pani Andagi","Okinawan","snack","6","medium","40","7","7","320","3","48","14","0","stovetop","vegetarian","",""
"gen-somin-chanpuru","Somin Chanpuru","Okinawan","lunch","2","easy","25","8","7","520","28","52","22","2","stovetop","high-protein","",""
"gen-kakigori","Kakigori","Okinawan","snack","2","easy","10","5","6","95","1","24","1","0","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-konnyaku-no-nimono","Konnyaku no Nimono","Okinawan","dinner","3","easy","20","8","7","95","3","18","1","3","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-tougama","Tougama","Okinawan","dinner","3","medium","45","8","6","280","28","10","12","2","stovetop","high-protein;gluten-free;dairy-free","",""
"gen-chongqing-pork-intestines","Chongqing Pork Intestines","Sichuan","lunch","3","medium","45","10","7","320","28","8","20","1","stovetop","high-protein","",""
"gen-sichuan-dumplings-in-chili-oil","Sichuan Dumplings in Chili Oil","Sichuan","lunch","3","medium","40","10","7","380","16","35","18","2","stovetop","","",""
"gen-numbing-and-spicy-beef-tendon","Numbing and Spicy Beef Tendon","Sichuan","lunch","3","hard","120","11","7","340","35","6","18","0","stovetop","high-protein","",""
"gen-sichuan-wontons-in-chili-oil","Sichuan Wontons in Chili Oil","Sichuan","lunch","3","medium","35","11","7","400","18","32","22","2","stovetop","","",""
"gen-spicy-bean-sprouts","Spicy Bean Sprouts","Sichuan","lunch","3","easy","15","9","7","140","6","8","9","2","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-chongqing-squid","Chongqing Squid","Sichuan","lunch","3","medium","30","10","7","260","32","7","11","1","stovetop","high-protein;gluten-free","",""
"gen-sichuan-preserved-vegetables-with-pork","Sichuan Preserved Vegetables with Pork","Sichuan","lunch","3","easy","20","10","7","320","22","8","23","1","stovetop","high-protein","",""
"gen-makki-di-roti","Makki di Roti","Punjabi","dinner","3","medium","25","6","8","310","6","42","13","3","stovetop","vegetarian","",""
"gen-sarson-da-saag","Sarson da Saag","Punjabi","dinner","3","medium","45","10","7","180","8","14","11","3","stovetop","vegetarian;gluten-free","",""
"gen-paneer-tikka","Paneer Tikka","Punjabi","snack","3","medium","30","11","7","280","22","8","18","1","stovetop","vegetarian;high-protein;gluten-free","",""
"gen-amritsari-kulcha","Amritsari Kulcha","Punjabi","breakfast","4","medium","90","9","8","310","8","48","9","2","stovetop","vegetarian","",""
"gen-pinni","Pinni","Punjabi","breakfast","3","easy","30","8","8","520","6","58","32","3","oven;stovetop","vegetarian","",""
"gen-halwa-puri","Halwa Puri","Punjabi","breakfast","4","medium","75","11","8","620","7","72","35","2","oven;stovetop","vegetarian","",""
"gen-tandoori-fish","Tandoori Fish","Punjabi","dinner","4","medium","40","10","8","280","38","6","12","1","oven;stovetop","high-protein;gluten-free;dairy-free","",""
"gen-pakora","Pakora","Punjabi","snack","4","easy","25","8","8","220","6","22","12","3","stovetop","vegetarian;vegan","",""
"gen-paya","Paya","Punjabi","lunch","4","hard","120","12","8","380","42","8","20","1","stovetop","high-protein","",""
"gen-nihari","Nihari","Punjabi","lunch","4","hard","120","11","8","420","45","12","22","2","stovetop","high-protein;gluten-free","",""
"gen-paneer-bhurji","Paneer Bhurji","Punjabi","breakfast","3","easy","20","9","8","280","18","8","20","1","stovetop","vegetarian;gluten-free","",""
"gen-lassi","Lassi","Punjabi","snack","2","easy","5","8","6","140","5","24","2","0","stovetop","vegetarian;gluten-free","",""
"gen-papadum","Papadum","Punjabi","snack","4","easy","10","2","8","160","3","14","10","1","stovetop","vegetarian;vegan","",""
"gen-goya-champuru","Goya Champuru","Okinawan","lunch","2","easy","20","9","8","320","18","8","24","2","stovetop","","",""
"gen-okinawa-soba","Okinawa Soba","Okinawan","lunch","2","medium","35","10","7","420","22","48","14","2","stovetop","high-protein","",""
"gen-rafute","Rafute","Okinawan","dinner","3","medium","90","9","8","480","28","12","36","1","stovetop","high-protein","",""
"gen-taco-rice","Taco Rice","Okinawan","lunch","2","easy","25","10","7","510","26","52","20","3","stovetop","high-protein","",""
"gen-mimiga","Mimiga","Okinawan","dinner","2","medium","45","9","7","240","32","2","11","0","stovetop","high-protein","",""
"gen-umi-budo","Umi Budo","Okinawan","lunch","2","easy","15","9","5","85","3","12","3","1","stovetop","vegan;vegetarian;gluten-free;dairy-free","",""
"gen-sata-andagi","Sata Andagi","Okinawan","snack","3","medium","30","8","8","210","3","28","10","0","stovetop","vegetarian","",""
"gen-chiragashi","Chiragashi","Okinawan","lunch","2","medium","40","11","7","320","8","62","3","3","stovetop","vegetarian","",""
"gen-goya-tempura","Goya Tempura","Okinawan","snack","2","easy","20","9","8","180","3","18","10","2","stovetop","vegetarian","",""
"gen-ishikari-nabe","Ishikari Nabe","Okinawan","dinner","3","medium","45","11","8","310","28","18","14","3","stovetop","high-protein","",""
"gen-hunan-pickled-vegetables-with-chili","Hunan Pickled Vegetables with Chili","Hunan","snack","4","easy","25","11","7","80","1","14","2","2","stovetop","vegetarian;vegan;gluten-free","",""
"gen-spicy-stir-fried-frog-legs","Spicy Stir-Fried Frog Legs","Hunan","dinner","3","medium","35","10","7","285","38","4","12","0","stovetop","gluten-free;high-protein","",""
"gen-hunan-chicken-with-black-beans-and-chili","Hunan Chicken with Black Beans and Chili","Hunan","dinner","4","medium","30","11","6","310","36","6","14","1","stovetop","gluten-free;high-protein","",""
"gen-aloo-dum","Aloo Dum","Bengali","lunch","4","medium","40","12","7","245","4","32","12","3","stovetop","vegetarian;vegan;gluten-free","",""
"gen-shorshe-ilish","Shorshe Ilish","Bengali","lunch","3","medium","35","10","7","320","34","4","18","1","stovetop","gluten-free;high-protein","",""
"gen-chingri-malai-curry","Chingri Malai Curry","Bengali","lunch","3","medium","30","12","7","290","28","8","16","1","stovetop","gluten-free;high-protein","",""
"gen-labra","Labra","Bengali","lunch","4","easy","25","11","7","165","4","24","7","5","stovetop","vegetarian;vegan;gluten-free","",""
"gen-begun-bhaja","Begun Bhaja","Bengali","snack","3","easy","20","7","6","220","2","8","21","3","stovetop","vegetarian;vegan;gluten-free","",""
"gen-doi-maach","Doi Maach","Bengali","lunch","3","medium","35","11","7","310","36","7","14","0","stovetop","gluten-free;high-protein","",""
"gen-paturi","Paturi","Bengali","lunch","3","medium","40","9","7","330","38","5","17","2","stovetop","gluten-free;high-protein","",""
"gen-hunan-preserved-duck","Hunan Preserved Duck","Hunan","lunch","3","medium","45","10","6","380","35","8","22","0","stovetop","high-protein","",""
"gen-spicy-fried-shredded-squid","Spicy Fried Shredded Squid","Hunan","dinner","3","medium","30","10","7","220","28","6","9","0","stovetop","high-protein","",""
"gen-hunan-sausage-with-sticky-rice","Hunan Sausage with Sticky Rice","Hunan","lunch","4","easy","35","8","7","420","12","52","18","1","stovetop","","",""
"gen-spicy-fried-eel-slices","Spicy Fried Eel Slices","Hunan","dinner","3","medium","40","9","7","340","32","8","19","0","stovetop","high-protein","",""
"gen-hunan-oil-tea","Hunan Oil Tea","Hunan","breakfast","3","easy","20","10","7","180","4","12","13","2","oven;stovetop","vegetarian","",""
"gen-stuffed-crab-with-glutinous-rice","Stuffed Crab with Glutinous Rice","Hunan","dinner","2","hard","60","10","7","480","38","48","15","2","stovetop","high-protein","",""
"gen-hunan-glutinous-rice-with-durian","Hunan Glutinous Rice with Durian","Hunan","lunch","3","easy","25","8","6","380","4","56","16","2","stovetop","vegetarian","",""
"gen-spicy-beef-jerky","Spicy Beef Jerky","Hunan","snack","3","medium","120","8","7","140","22","4","4","0","oven;stovetop","high-protein","",""
"gen-hunan-bamboo-shoot-preserved-fish","Hunan Bamboo Shoot Preserved Fish","Hunan","dinner","3","medium","45","10","7","220","24","8","11","1","stovetop","high-protein","",""
"gen-rock-sugar-stewed-pear-with-tremella","Rock Sugar Stewed Pear with Tremella","Hunan","dinner","4","easy","35","7","7","160","2","40","1","4","stovetop","vegetarian;vegan;gluten-free","",""
"gen-champuru","Champuru","Okinawan","lunch","3","easy","25","10","8","320","18","12","22","2","stovetop","vegetarian","",""
"gen-chairman-mao-s-red-braised-pork-belly","Chairman Mao's Red Braised Pork Belly","Hunan","dinner","4","medium","120","11","8","520","38","8","38","0","stovetop","high-protein","",""
"gen-dong-an-chicken","Dong'an Chicken","Hunan","dinner","3","medium","45","11","8","280","42","3","10","0","stovetop","high-protein","",""
"gen-steamed-fish-head-with-diced-hot-red-peppers","Steamed Fish Head with Diced Hot Red Peppers","Hunan","dinner","3","medium","30","10","8","210","32","3","8","0","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-hunan-smoked-pork","Hunan Smoked Pork","Hunan","dinner","4","hard","120","10","8","410","44","2","24","0","stovetop","high-protein","",""
"gen-spicy-stir-fried-beef-tripe","Spicy Stir-Fried Beef Tripe","Hunan","dinner","3","medium","35","11","8","240","28","2","12","0","stovetop","high-protein","",""
"gen-changsha-stinky-tofu","Changsha Stinky Tofu","Hunan","snack","2","easy","25","9","8","380","14","4","34","1","stovetop","vegetarian;vegan","",""
"gen-hunan-sour-soup-with-fish","Hunan Sour Soup with Fish","Hunan","dinner","4","medium","40","11","8","160","26","4","3","1","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-spicy-fried-snake","Spicy Fried Snake","Hunan","dinner","3","hard","60","11","8","340","35","2","18","0","stovetop","high-protein","",""
"gen-hunan-cured-fish-fillet","Hunan Cured Fish Fillet","Hunan","dinner","4","medium","50","11","8","200","28","3","8","0","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-khichdi","Khichdi","Gujarati","lunch","3","easy","30","9","7","320","8","58","6","3","stovetop","vegetarian;dairy-free","",""
"gen-dal-dhokli","Dal Dhokli","Gujarati","lunch","4","medium","45","11","8","380","14","65","6","4","stovetop","vegetarian;dairy-free","",""
"gen-patrel","Patrel","Gujarati","lunch","3","medium","50","12","7","290","9","35","13","5","stovetop","vegetarian;dairy-free","",""
"gen-thepla","Thepla","Gujarati","breakfast","3","easy","25","9","9","240","6","40","6","5","stovetop","vegetarian","",""
"gen-methi-thepla","Methi Thepla","Gujarati","breakfast","3","easy","25","9","9","220","7","38","6","6","stovetop","vegetarian","",""
"gen-pav-bhaji","Pav Bhaji","Gujarati","snack","3","medium","35","11","8","380","8","52","15","4","stovetop","vegetarian","",""
"gen-ragda-patties","Ragda Patties","Gujarati","snack","3","medium","40","11","8","310","11","48","8","6","stovetop","vegetarian;dairy-free","",""
"gen-bhakri","Bhakri","Gujarati","dinner","3","easy","20","5","9","180","4","36","2","3","stovetop","vegetarian;dairy-free","",""
"gen-rotli","Rotli","Gujarati","lunch","3","easy","20","4","9","160","5","32","1","5","stovetop","vegetarian;dairy-free","",""
"gen-sev","Sev","Gujarati","snack","4","medium","35","9","8","280","7","28","15","2","stovetop","vegetarian;dairy-free","",""
"gen-puri","Puri","Bengali","breakfast","3","medium","45","5","7","280","5","32","15","1","stovetop","vegetarian","",""
"gen-jhal-muri","Jhal Muri","Bengali","snack","4","easy","15","9","6","180","6","22","8","2","oven;stovetop","vegetarian;vegan","",""
"gen-sukto","Sukto","Bengali","lunch","4","medium","40","11","7","220","4","28","11","6","stovetop","vegetarian;vegan;gluten-free","",""
"gen-bhapa-pitha","Bhapa Pitha","Bengali","breakfast","3","medium","35","7","7","320","3","62","8","2","stovetop","vegetarian","",""
"gen-handvo","Handvo","Gujarati","breakfast","4","medium","50","11","8","280","8","38","10","4","oven;stovetop","vegetarian","",""
"gen-khichiyu","Khichiyu","Gujarati","breakfast","3","easy","25","9","7","310","9","48","8","3","stovetop","vegetarian;vegan","",""
"gen-fafda","Fafda","Gujarati","breakfast","3","medium","45","7","8","320","8","28","18","2","stovetop","vegetarian;vegan","",""
"gen-jalebi","Jalebi","Gujarati","snack","4","hard","60","10","8","420","2","62","18","0","stovetop","vegetarian;vegan","",""
"gen-khandvi","Khandvi","Gujarati","snack","3","medium","30","11","8","200","7","18","11","2","stovetop","vegetarian","",""
"gen-undhiyu","Undhiyu","Gujarati","lunch","4","hard","90","13","9","380","10","42","19","8","stovetop","vegetarian;vegan","",""
"gen-mohanthal","Mohanthal","Gujarati","snack","4","easy","25","8","8","480","6","58","26","2","oven;stovetop","vegetarian","",""
"gen-gharchutti","Gharchutti","Gujarati","snack","3","medium","30","7","7","420","12","52","20","3","oven;stovetop","vegetarian;gluten-free","",""
"gen-lilva-kachumbur","Lilva Kachumbur","Gujarati","lunch","4","easy","20","8","7","95","6","18","1","4","stovetop","vegetarian;vegan;gluten-free","",""
"gen-farali-idli","Farali Idli","Gujarati","breakfast","3","medium","35","8","8","145","2","22","6","1.5","stovetop","vegetarian;gluten-free","",""
"gen-lamprais","Lamprais","Sri Lankan","lunch","4","hard","90","12","9","520","28","48","22","2","oven;stovetop","high-protein","",""
"gen-kottu-roti","Kottu Roti","Sri Lankan","lunch","3","medium","25","11","8","480","26","42","22","3","stovetop","high-protein","",""
"gen-hoppers","Hoppers","Sri Lankan","breakfast","4","medium","30","8","8","210","3","38","5","1","stovetop","vegetarian","",""
"gen-devilled-chicken","Devilled Chicken","Sri Lankan","lunch","4","medium","35","10","8","240","35","6","8","1","stovetop","high-protein;gluten-free","",""
"gen-curry-and-rice","Curry and Rice","Sri Lankan","lunch","4","medium","45","11","8","580","38","52","20","1","stovetop","high-protein;gluten-free","",""
"gen-wattappam","Wattappam","Sri Lankan","breakfast","4","medium","40","9","8","320","4","58","8","1","stovetop","vegetarian","",""
"gen-pol-sambol","Pol Sambol","Sri Lankan","breakfast","4","easy","15","6","5","85","2","8","5","2","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-mallung","Mallung","Sri Lankan","lunch","3","easy","20","8","6","165","3","10","13","3","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-dhal-curry","Dhal Curry","Sri Lankan","lunch","4","medium","45","11","8","245","12","32","8","8","stovetop","vegetarian;vegan;gluten-free;dairy-free;high-protein","",""
"gen-ambul-thiyal","Ambul Thiyal","Sri Lankan","lunch","3","medium","35","11","8","285","28","8","15","1","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-chicken-curry","Chicken Curry","Sri Lankan","lunch","4","medium","50","12","8","325","32","10","17","2","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-sathe","Sathe","Sri Lankan","breakfast","4","medium","40","7","9","295","2","48","11","1","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-jaggery-cake","Jaggery Cake","Sri Lankan","snack","6","medium","55","9","9","340","4","45","16","2","oven;stovetop","vegetarian","",""
"gen-cutlet","Cutlet","Sri Lankan","snack","6","medium","45","9","9","215","10","15","12","1","stovetop","high-protein","",""
"gen-cake-and-curry","Cake and Curry","Sri Lankan","breakfast","6","hard","75","11","9","385","5","52","18","1","oven;stovetop","vegetarian","",""
"gen-rolle","Rolle","Sri Lankan","snack","6","hard","60","10","10","285","9","28","15","2","stovetop","high-protein","",""
"gen-acharu","Acharu","Sri Lankan","lunch","4","easy","20","9","7","95","1","12","5","2","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-seeni-sambol","Seeni Sambol","Sri Lankan","lunch","4","medium","35","10","7","165","12","14","8","1","stovetop","gluten-free;dairy-free","",""
"gen-black-pork-curry","Black Pork Curry","Sri Lankan","lunch","4","hard","90","11","8","385","38","8","24","1","stovetop","gluten-free;dairy-free;high-protein","",""
"gen-muddy","Muddy","Sri Lankan","breakfast","3","easy","15","6","7","285","3","32","16","2","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-momo","Momo","Nepali","snack","3","hard","60","10","9","265","16","28","10","1","stovetop","dairy-free","",""
"gen-dal-bhat","Dal Bhat","Nepali","lunch","4","easy","45","10","8","315","14","54","4","8","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-thukpa","Thukpa","Nepali","lunch","4","medium","50","10","8","285","18","28","12","1","stovetop","dairy-free","",""
"gen-gundruk","Gundruk","Nepali","lunch","4","easy","25","8","8","80","2","8","3","1","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-sel-roti","Sel Roti","Nepali","breakfast","3","medium","30","10","7","325","2","36","19","2","stovetop","vegetarian;vegan;gluten-free;dairy-free","",""
"gen-juju-dhau","Juju Dhau","Nepali","snack","4","medium","35","9","8","295","8","32","16","1","stovetop","vegetarian;gluten-free","",""
"gen-yomari","Yomari","Nepali","snack","3","medium","45","8","8","320","4","52","12","2","stovetop","vegetarian","",""
"gen-bara","Bara","Nepali","breakfast","2","easy","30","8","8","380","12","28","26","5","stovetop","vegetarian","",""
"gen-chatamari","Chatamari","Nepali","snack","3","medium","40","8","8","340","14","32","18","1","stovetop","","",""
"gen-sukuti","Sukuti","Nepali","snack","2","hard","120","8","8","320","38","2","18","0","stovetop","high-protein;gluten-free","",""
"gen-samay-baji","Samay Baji","Nepali","breakfast","3","medium","50","9","8","380","7","54","16","1","stovetop","vegetarian","",""
"gen-aloo-tama","Aloo Tama","Nepali","lunch","3","easy","40","10","8","210","5","28","10","4","stovetop","vegetarian;gluten-free","",""
"gen-saag","Saag","Nepali","lunch","4","easy","35","9","8","120","5","12","6","3","stovetop","vegetarian;vegan;gluten-free","",""
"gen-paneer-momo","Paneer Momo","Nepali","snack","3","hard","60","9","8","320","15","36","13","1","stovetop","vegetarian","",""
"gen-chhoyela","Chhoyela","Nepali","dinner","3","medium","45","9","8","380","32","8","27","1","stovetop","high-protein;gluten-free","",""
"gen-sekuwa","Sekuwa","Nepali","dinner","3","medium","50","10","8","420","42","8","24","1","stovetop","high-protein;gluten-free","",""
"gen-rasgulla","Rasgulla","Bengali","snack","3","medium","45","6","8","285","8","52","4","0","stovetop","vegetarian","",""
"gen-sandesh","Sandesh","Bengali","snack","4","easy","25","6","7","310","12","28","18","1","stovetop","vegetarian","",""
"gen-mishti-doi","Mishti Doi","Bengali","snack","3","medium","120","6","8","265","9","45","4","0","stovetop","vegetarian","",""
"gen-rosogolla","Rosogolla","Bengali","snack","3","medium","50","6","8","295","7","58","3","0","stovetop","vegetarian","",""
"gen-khichuri","Khichuri","Bengali","lunch","3","easy","40","11","8","420","11","62","14","4","stovetop","vegetarian","",""
